"","Hugo_Symbol","Entrez_Gene_Id"
"121549","ASCL4",121549
"25842","ASF1A",25842
"55723","ASF1B",55723
"100126270","ASFMR1",100126270
"432","ASGR1",432
"433","ASGR2",433
"55870","ASH1L",55870
"9070","ASH2L",9070
"434","ASIP",434
"435","ASL",435
"8623","ASMTL",8623
"438","ASMT",438
"439","ASNA1",439
"54529","ASNSD1",54529
"440","ASNS",440
"443","ASPA",443
"554235","ASPDH",554235
"374569","ASPG",374569
"253982","ASPHD1",253982
"57168","ASPHD2",57168
"444","ASPH",444
"259266","ASPM",259266
"54829","ASPN",54829
"151516","ASPRV1",151516
"79058","ASPSCR1",79058
"80150","ASRGL1",80150
"445","ASS1",445
"28990","ASTE1",28990
"431705","ASTL",431705
"460","ASTN1",460
"23245","ASTN2",23245
"171023","ASXL1",171023
"55252","ASXL2",55252
"80816","ASXL3",80816
"136991","ASZ1",136991
"84896","ATAD1",84896
"54454","ATAD2B",54454
"29028","ATAD2",29028
"55210","ATAD3A",55210
"83858","ATAD3B",83858
"219293","ATAD3C",219293
"79915","ATAD5",79915
"85300","ATCAY",85300
"11101","ATE1",11101
"466","ATF1",466
"1386","ATF2",1386
"467","ATF3",467
"468","ATF4",468
"22809","ATF5",22809
"1388","ATF6B",1388
"22926","ATF6",22926
"80063","ATF7IP2",80063
"55729","ATF7IP",55729
"11016","ATF7",11016
"83734","ATG10",83734
"9140","ATG12",9140
"55054","ATG16L1",55054
"89849","ATG16L2",89849
"23130","ATG2A",23130
"55102","ATG2B",55102
"64422","ATG3",64422
"115201","ATG4A",115201
"23192","ATG4B",23192
"84938","ATG4C",84938
"84971","ATG4D",84971
"9474","ATG5",9474
"10533","ATG7",10533
"79065","ATG9A",79065
"285973","ATG9B",285973
"80162","ATHL1",80162
"471","ATIC",471
"51062","ATL1",51062
"64225","ATL2",64225
"25923","ATL3",25923
"23300","ATMIN",23300
"472","ATM",472
"1822","ATN1",1822
"474","ATOH1",474
"220202","ATOH7",220202
"84913","ATOH8",84913
"475","ATOX1",475
"57194","ATP10A",57194
"23120","ATP10B",23120
"57205","ATP10D",57205
"23250","ATP11A",23250
"23200","ATP11B",23200
"286410","ATP11C",286410
"479","ATP12A",479
"57130","ATP13A1",57130
"23400","ATP13A2",23400
"79572","ATP13A3",79572
"84239","ATP13A4",84239
"344905","ATP13A5",344905
"476","ATP1A1",476
"477","ATP1A2",477
"478","ATP1A3",478
"480","ATP1A4",480
"481","ATP1B1",481
"482","ATP1B2",482
"483","ATP1B3",483
"23439","ATP1B4",23439
"487","ATP2A1",487
"488","ATP2A2",488
"489","ATP2A3",489
"490","ATP2B1",490
"491","ATP2B2",491
"492","ATP2B3",492
"493","ATP2B4",493
"27032","ATP2C1",27032
"9914","ATP2C2",9914
"495","ATP4A",495
"496","ATP4B",496
"498","ATP5A1",498
"506","ATP5B",506
"509","ATP5C1",509
"513","ATP5D",513
"432369","ATP5EP2",432369
"514","ATP5E",514
"515","ATP5F1",515
"516","ATP5G1",516
"517","ATP5G2",517
"518","ATP5G3",518
"10476","ATP5H",10476
"521","ATP5I",521
"9551","ATP5J2",9551
"522","ATP5J",522
"267020","ATP5L2",267020
"10632","ATP5L",10632
"539","ATP5O",539
"55101","ATP5SL",55101
"27109","ATP5S",27109
"92270","ATP6AP1L",92270
"537","ATP6AP1",537
"10159","ATP6AP2",10159
"535","ATP6V0A1",535
"23545","ATP6V0A2",23545
"50617","ATP6V0A4",50617
"533","ATP6V0B",533
"527","ATP6V0C",527
"9114","ATP6V0D1",9114
"245972","ATP6V0D2",245972
"8992","ATP6V0E1",8992
"155066","ATP6V0E2",155066
"523","ATP6V1A",523
"525","ATP6V1B1",525
"526","ATP6V1B2",526
"528","ATP6V1C1",528
"245973","ATP6V1C2",245973
"51382","ATP6V1D",51382
"529","ATP6V1E1",529
"90423","ATP6V1E2",90423
"9296","ATP6V1F",9296
"9550","ATP6V1G1",9550
"534","ATP6V1G2",534
"127124","ATP6V1G3",127124
"51606","ATP6V1H",51606
"538","ATP7A",538
"540","ATP7B",540
"10396","ATP8A1",10396
"51761","ATP8A2",51761
"5205","ATP8B1",5205
"57198","ATP8B2",57198
"148229","ATP8B3",148229
"79895","ATP8B4",79895
"158381","ATP8B5P",158381
"10079","ATP9A",10079
"374868","ATP9B",374868
"64756","ATPAF1",64756
"91647","ATPAF2",91647
"89978","ATPBD4",89978
"93974","ATPIF1",93974
"84126","ATRIP",84126
"26033","ATRNL1",26033
"8455","ATRN",8455
"546","ATRX",546
"545","ATR",545
"25814","ATXN10",25814
"342371","ATXN1L",342371
"6310","ATXN1",6310
"11273","ATXN2L",11273
"6311","ATXN2",6311
"92552","ATXN3L",92552
"4287","ATXN3",4287
"222255","ATXN7L1",222255
"127002","ATXN7L2",127002
"552889","ATXN7L3B",552889
"56970","ATXN7L3",56970
"6314","ATXN7",6314
"6315","ATXN8OS",6315
"549","AUH",549
"550","AUP1",550
"54998","AURKAIP1",54998
"6791","AURKAPS1",6791
"6790","AURKA",6790
"9212","AURKB",9212
"6795","AURKC",6795
"26053","AUTS2",26053
"57099","AVEN",57099
"10677","AVIL",10677
"23080","AVL9",23080
"60370","AVPI1",60370
"552","AVPR1A",552
"553","AVPR1B",553
"554","AVPR2",554
"551","AVP",551
"158833","AWAT1",158833
"158835","AWAT2",158835
"8312","AXIN1",8312
"8313","AXIN2",8313
"558","AXL",558
"563","AZGP1",563
"22994","AZI1",22994
"64343","AZI2",64343
"51582","AZIN1",51582
"566","AZU1",566
"567","B2M",567
"8706","B3GALNT1",8706
"148789","B3GALNT2",148789
"8708","B3GALT1",8708
"8707","B3GALT2",8707
"8705","B3GALT4",8705
"10317","B3GALT5",10317
"126792","B3GALT6",126792
"145173","B3GALTL",145173
"27087","B3GAT1",27087
"135152","B3GAT2",135152
"26229","B3GAT3",26229
"11041","B3GNT1",11041
"10678","B3GNT2",10678
"10331","B3GNT3",10331
"79369","B3GNT4",79369
"84002","B3GNT5",84002
"192134","B3GNT6",192134
"93010","B3GNT7",93010
"374907","B3GNT8",374907
"84752","B3GNT9",84752
"146712","B3GNTL1",146712
"2583","B4GALNT1",2583
"124872","B4GALNT2",124872
"283358","B4GALNT3",283358
"338707","B4GALNT4",338707
"2683","B4GALT1",2683
"8704","B4GALT2",8704
"8703","B4GALT3",8703
"8702","B4GALT4",8702
"9334","B4GALT5",9334
"9331","B4GALT6",9331
"11285","B4GALT7",11285
"27077","B9D1",27077
"80776","B9D2",80776
"79870","BAALC",79870
"570","BAAT",570
"23621","BACE1",23621
"25825","BACE2",25825
"571","BACH1",571
"60468","BACH2",60468
"572","BAD",572
"573","BAG1",573
"9532","BAG2",9532
"9531","BAG3",9531
"9530","BAG4",9530
"9529","BAG5",9529
"85319","BAGE2",85319
"574","BAGE",574
"57597","BAHCC1",57597
"22893","BAHD1",22893
"575","BAI1",575
"576","BAI2",576
"577","BAI3",577
"55971","BAIAP2L1",55971
"80115","BAIAP2L2",80115
"10458","BAIAP2",10458
"8938","BAIAP3",8938
"578","BAK1",578
"25805","BAMBI",25805
"8815","BANF1",8815
"140836","BANF2",140836
"55024","BANK1",55024
"54971","BANP",54971
"8314","BAP1",8314
"580","BARD1",580
"56751","BARHL1",56751
"343472","BARHL2",343472
"56033","BARX1",56033
"8538","BARX2",8538
"317716","BASE",317716
"10409","BASP1",10409
"7919","BAT1",7919
"84726","BAT2L1",84726
"23215","BAT2L2",23215
"7916","BAT2",7916
"7917","BAT3",7917
"7918","BAT4",7918
"7920","BAT5",7920
"116071","BATF2",116071
"55509","BATF3",55509
"10538","BATF",10538
"581","BAX",581
"11177","BAZ1A",11177
"9031","BAZ1B",9031
"11176","BAZ2A",11176
"29994","BAZ2B",29994
"27113","BBC3",27113
"8424","BBOX1",8424
"79738","BBS10",79738
"166379","BBS12",166379
"582","BBS1",582
"583","BBS2",583
"585","BBS4",585
"129880","BBS5",129880
"55212","BBS7",55212
"27241","BBS9",27241
"56987","BBX",56987
"4059","BCAM",4059
"63827","BCAN",63827
"55973","BCAP29",55973
"10134","BCAP31",10134
"9564","BCAR1",9564
"8412","BCAR3",8412
"400500","BCAR4",400500
"8537","BCAS1",8537
"10286","BCAS2",10286
"54828","BCAS3",54828
"55653","BCAS4",55653
"586","BCAT1",586
"587","BCAT2",587
"56647","BCCIP",56647
"144233","BCDIN3D",144233
"590","BCHE",590
"593","BCKDHA",593
"594","BCKDHB",594
"10295","BCKDK",10295
"8915","BCL10",8915
"53335","BCL11A",53335
"64919","BCL11B",64919
"597","BCL2A1",597
"10017","BCL2L10",10017
"10018","BCL2L11",10018
"83596","BCL2L12",83596
"23786","BCL2L13",23786
"79370","BCL2L14",79370
"440603","BCL2L15",440603
"598","BCL2L1",598
"599","BCL2L2",599
"596","BCL2",596
"602","BCL3",602
"255877","BCL6B",255877
"604","BCL6",604
"605","BCL7A",605
"9275","BCL7B",9275
"9274","BCL7C",9274
"606","BCL8",606
"283149","BCL9L",283149
"607","BCL9",607
"9774","BCLAF1",9774
"53630","BCMO1",53630
"83875","BCO2",83875
"63035","BCORL1",63035
"286554","BCORL2",286554
"54880","BCOR",54880
"613","BCR",613
"617","BCS1L",617
"618","BCYRN1",618
"622","BDH1",622
"56898","BDH2",56898
"623","BDKRB1",623
"624","BDKRB2",624
"497258","BDNFOS",497258
"627","BDNF",627
"55814","BDP1",55814
"146227","BEAN",146227
"8678","BECN1",8678
"57596","BEGAIN",57596
"139105","BEND2",139105
"57673","BEND3",57673
"389206","BEND4",389206
"79656","BEND5",79656
"221336","BEND6",221336
"222389","BEND7",222389
"7439","BEST1",7439
"54831","BEST2",54831
"144453","BEST3",144453
"266675","BEST4",266675
"51272","BET1L",51272
"10282","BET1",10282
"100128327","BET3L",100128327
"55859","BEX1",55859
"84707","BEX2",84707
"56271","BEX4",56271
"340542","BEX5",340542
"497634","BEYLA",497634
"51283","BFAR",51283
"631","BFSP1",631
"8419","BFSP2",8419
"632","BGLAP",632
"633","BGN",633
"168620","BHLHA15",168620
"80823","BHLHB9",80823
"27319","BHLHE22",27319
"128408","BHLHE23",128408
"8553","BHLHE40",8553
"79365","BHLHE41",79365
"23743","BHMT2",23743
"635","BHMT",635
"80114","BICC1",80114
"636","BICD1",636
"23299","BICD2",23299
"637","BID",637
"638","BIK",638
"274","BIN1",274
"51411","BIN2",51411
"55909","BIN3",55909
"329","BIRC2",329
"330","BIRC3",330
"332","BIRC5",332
"57448","BIRC6",57448
"79444","BIRC7",79444
"112401","BIRC8",112401
"54841","BIVM",54841
"10904","BLCAP",10904
"414899","BLID",414899
"640","BLK",640
"642","BLMH",642
"641","BLM",641
"29760","BLNK",29760
"2647","BLOC1S1",2647
"282991","BLOC1S2",282991
"388552","BLOC1S3",388552
"644","BLVRA",644
"645","BLVRB",645
"8548","BLZF1",8548
"90427","BMF",90427
"648","BMI1",648
"27302","BMP10",27302
"9210","BMP15",9210
"649","BMP1",649
"55589","BMP2K",55589
"650","BMP2",650
"651","BMP3",651
"652","BMP4",652
"653","BMP5",653
"654","BMP6",654
"655","BMP7",655
"353500","BMP8A",353500
"656","BMP8B",656
"168667","BMPER",168667
"657","BMPR1A",657
"658","BMPR1B",658
"659","BMPR2",659
"729096","BMS1P4",729096
"399761","BMS1P5",399761
"9790","BMS1",9790
"660","BMX",660
"646","BNC1",646
"54796","BNC2",54796
"662","BNIP1",662
"663","BNIP2",663
"665","BNIP3L",665
"664","BNIP3",664
"149428","BNIPL",149428
"91653","BOC",91653
"259282","BOD1L",259282
"91272","BOD1",91272
"666","BOK",666
"51027","BOLA1",51027
"552900","BOLA2",552900
"388962","BOLA3",388962
"66037","BOLL",66037
"23246","BOP1",23246
"60467","BPESC1",60467
"669","BPGM",669
"670","BPHL",670
"80341","BPIL1",80341
"254240","BPIL2",254240
"128859","BPIL3",128859
"671","BPI",671
"10380","BPNT1",10380
"2186","BPTF",2186
"9083","BPY2",9083
"673","BRAF",673
"8315","BRAP",8315
"672","BRCA1",672
"675","BRCA2",675
"79184","BRCC3",79184
"23774","BRD1",23774
"6046","BRD2",6046
"8019","BRD3",8019
"23476","BRD4",23476
"23629","BRD7P3",23629
"29117","BRD7",29117
"10902","BRD8",10902
"65980","BRD9",65980
"676","BRDT",676
"286076","BREA2",286076
"9577","BRE",9577
"2972","BRF1",2972
"55290","BRF2",55290
"140707","BRI3BP",140707
"25798","BRI3",25798
"83990","BRIP1",83990
"55299","BRIX1",55299
"84312","BRMS1L",84312
"25855","BRMS1",25855
"51660","BRP44L",51660
"25874","BRP44",25874
"7862","BRPF1",7862
"27154","BRPF3",27154
"680","BRS3",680
"84446","BRSK1",84446
"9024","BRSK2",9024
"54014","BRWD1",54014
"254065","BRWD3",254065
"26580","BSCL2",26580
"55108","BSDC1",55108
"682","BSG",682
"7809","BSND",7809
"8927","BSN",8927
"100131137","BSPH1",100131137
"54836","BSPRY",54836
"683","BST1",683
"684","BST2",684
"390259","BSX",390259
"9044","BTAF1",9044
"84280","BTBD10",84280
"121551","BTBD11",121551
"84464","BTBD12",84464
"118663","BTBD16",118663
"388419","BTBD17",388419
"643376","BTBD18",643376
"149478","BTBD19",149478
"53339","BTBD1",53339
"55643","BTBD2",55643
"22903","BTBD3",22903
"90135","BTBD6",90135
"55727","BTBD7",55727
"284697","BTBD8",284697
"114781","BTBD9",114781
"685","BTC",685
"686","BTD",686
"690","BTF3L1",690
"91408","BTF3L4",91408
"689","BTF3",689
"694","BTG1",694
"7832","BTG2",7832
"10950","BTG3",10950
"54766","BTG4",54766
"695","BTK",695
"151888","BTLA",151888
"696","BTN1A1",696
"11120","BTN2A1",11120
"10385","BTN2A2",10385
"54718","BTN2A3",54718
"11119","BTN3A1",11119
"11118","BTN3A2",11118
"10384","BTN3A3",10384
"56244","BTNL2",56244
"10917","BTNL3",10917
"79908","BTNL8",79908
"153579","BTNL9",153579
"8945","BTRC",8945
"701","BUB1B",701
"699","BUB1",699
"9184","BUB3",9184
"84811","BUD13",84811
"8896","BUD31",8896
"11149","BVES",11149
"705","BYSL",705
"9256","BZRAP1",9256
"9689","BZW1",9689
"28969","BZW2",28969
"414152","C10orf105",414152
"219621","C10orf107",219621
"414235","C10orf108",414235
"11067","C10orf10",11067
"55853","C10orf110",55853
"221060","C10orf111",221060
"387638","C10orf113",387638
"399726","C10orf114",399726
"10974","C10orf116",10974
"55088","C10orf118",55088
"79892","C10orf119",79892
"83938","C10orf11",83938
"399814","C10orf120",399814
"387718","C10orf122",387718
"282969","C10orf125",282969
"170371","C10orf128",170371
"142827","C10orf129",142827
"26148","C10orf12",26148
"100127889","C10orf131",100127889
"26098","C10orf137",26098
"387640","C10orf140",387640
"54906","C10orf18",54906
"220979","C10orf25",220979
"54838","C10orf26",54838
"219793","C10orf27",219793
"27291","C10orf28",27291
"56652","C10orf2",56652
"119032","C10orf32",119032
"219738","C10orf35",219738
"283025","C10orf40",283025
"100131213","C10orf41",100131213
"143384","C10orf46",143384
"254427","C10orf47",254427
"118924","C10orf4",118924
"645528","C10orf50",645528
"282966","C10orf53",282966
"64115","C10orf54",64115
"414236","C10orf55",414236
"80195","C10orf57",80195
"84293","C10orf58",84293
"414157","C10orf62",414157
"256815","C10orf67",256815
"79741","C10orf68",79741
"118461","C10orf71",118461
"196740","C10orf72",196740
"90271","C10orf75",90271
"79591","C10orf76",79591
"119392","C10orf78",119392
"80217","C10orf79",80217
"79949","C10orf81",79949
"143379","C10orf82",143379
"63877","C10orf84",63877
"80007","C10orf88",80007
"118611","C10orf90",118611
"170393","C10orf91",170393
"255352","C10orf93",255352
"79946","C10orf95",79946
"374355","C10orf96",374355
"387695","C10orf99",387695
"746","C11orf10",746
"56673","C11orf16",56673
"56672","C11orf17",56672
"64776","C11orf1",64776
"25858","C11orf20",25858
"29125","C11orf21",29125
"53838","C11orf24",53838
"738","C11orf2",738
"56946","C11orf30",56946
"280636","C11orf31",280636
"349633","C11orf34",349633
"256329","C11orf35",256329
"283303","C11orf36",283303
"143501","C11orf40",143501
"25758","C11orf41",25758
"160298","C11orf42",160298
"219833","C11orf45",219833
"120534","C11orf46",120534
"79081","C11orf48",79081
"79096","C11orf49",79096
"25906","C11orf51",25906
"91894","C11orf52",91894
"341032","C11orf53",341032
"28970","C11orf54",28970
"55216","C11orf57",55216
"10944","C11orf58",10944
"55004","C11orf59",55004
"79684","C11orf61",79684
"79864","C11orf63",79864
"283197","C11orf64",283197
"160140","C11orf65",160140
"220004","C11orf66",220004
"28971","C11orf67",28971
"83638","C11orf68",83638
"85016","C11orf70",85016
"54494","C11orf71",54494
"51501","C11orf73",51501
"119710","C11orf74",119710
"56935","C11orf75",56935
"79703","C11orf80",79703
"220042","C11orf82",220042
"790955","C11orf83",790955
"144097","C11orf84",144097
"283129","C11orf85",283129
"254439","C11orf86",254439
"399947","C11orf87",399947
"399949","C11orf88",399949
"387804","C11orf90",387804
"399948","C11orf92",399948
"120376","C11orf93",120376
"143678","C11orf94",143678
"65998","C11orf95",65998
"745","C11orf9",745
"60314","C12orf10",60314
"55726","C12orf11",55726
"196477","C12orf12",196477
"90488","C12orf23",90488
"29902","C12orf24",29902
"84190","C12orf26",84190
"283460","C12orf27",283460
"91298","C12orf29",91298
"83695","C12orf32",83695
"84915","C12orf34",84915
"55196","C12orf35",55196
"283422","C12orf36",283422
"80763","C12orf39",80763
"283461","C12orf40",283461
"54934","C12orf41",54934
"374470","C12orf42",374470
"64897","C12orf43",64897
"60673","C12orf44",60673
"121053","C12orf45",121053
"51275","C12orf47",51275
"55010","C12orf48",55010
"79794","C12orf49",79794
"57102","C12orf4",57102
"160419","C12orf50",160419
"283450","C12orf51",283450
"84934","C12orf52",84934
"196500","C12orf53",196500
"121273","C12orf54",121273
"115749","C12orf56",115749
"113246","C12orf57",113246
"120939","C12orf59",120939
"57103","C12orf5",57103
"144608","C12orf60",144608
"283416","C12orf61",283416
"84987","C12orf62",84987
"374467","C12orf63",374467
"91574","C12orf65",91574
"144577","C12orf66",144577
"387856","C12orf68",387856
"440087","C12orf69",440087
"341346","C12orf70",341346
"728858","C12orf71",728858
"254013","C12orf72",254013
"728568","C12orf73",728568
"338809","C12orf74",338809
"387882","C12orf75",387882
"400073","C12orf76",400073
"196415","C12orf77",196415
"28984","C13orf15",28984
"121793","C13orf16",121793
"80183","C13orf18",80183
"57213","C13orf1",57213
"80209","C13orf23",80209
"122046","C13orf26",122046
"93081","C13orf27",93081
"122258","C13orf28",122258
"283487","C13orf29",283487
"144809","C13orf30",144809
"144811","C13orf31",144811
"84935","C13orf33",84935
"79866","C13orf34",79866
"400165","C13orf35",400165
"400120","C13orf36",400120
"440145","C13orf37",440145
"728591","C13orf38",728591
"196541","C13orf39",196541
"54916","C14orf101",54916
"55051","C14orf102",55051
"55172","C14orf104",55172
"55195","C14orf105",55195
"55320","C14orf106",55320
"26175","C14orf109",26175
"55237","C14orf115",55237
"55668","C14orf118",55668
"55017","C14orf119",55017
"112487","C14orf126",112487
"84837","C14orf128",84837
"51527","C14orf129",51527
"56967","C14orf132",56967
"64430","C14orf135",64430
"79609","C14orf138",79609
"79686","C14orf139",79686
"84520","C14orf142",84520
"90141","C14orf143",90141
"145508","C14orf145",145508
"171546","C14orf147",171546
"122945","C14orf148",122945
"112849","C14orf149",112849
"84334","C14orf153",84334
"81892","C14orf156",81892
"80017","C14orf159",80017
"56936","C14orf162",56936
"414767","C14orf165",414767
"145497","C14orf166B",145497
"51637","C14orf166",51637
"55449","C14orf167",55449
"79697","C14orf169",79697
"161394","C14orf174",161394
"643382","C14orf176",643382
"283598","C14orf177",283598
"283579","C14orf178",283579
"112752","C14orf179",112752
"400258","C14orf180",400258
"400223","C14orf181",400223
"283551","C14orf182",283551
"196913","C14orf183",196913
"650662","C14orf184",650662
"280655","C14orf19",280655
"11161","C14orf1",11161
"161424","C14orf21",161424
"387978","C14orf23",387978
"122525","C14orf28",122525
"9556","C14orf2",9556
"100129075","C14orf33",100129075
"645687","C14orf34",645687
"145407","C14orf37",145407
"317761","C14orf39",317761
"91748","C14orf43",91748
"80127","C14orf45",80127
"256369","C14orf48",256369
"161176","C14orf49",161176
"64207","C14orf4",64207
"145376","C14orf50",145376
"440184","C14orf53",440184
"388011","C14orf64",388011
"283600","C14orf68",283600
"283601","C14orf70",283601
"145200","C14orf72",145200
"91828","C14orf73",91828
"122616","C14orf79",122616
"283643","C14orf80",283643
"283592","C14orf86",283592
"60686","C14orf93",60686
"57184","C15orf17",57184
"283651","C15orf21",283651
"90417","C15orf23",90417
"56851","C15orf24",56851
"161502","C15orf26",161502
"123591","C15orf27",123591
"80035","C15orf28",80035
"79768","C15orf29",79768
"23742","C15orf2",23742
"145858","C15orf32",145858
"196951","C15orf33",196951
"80072","C15orf34",80072
"283687","C15orf37",283687
"348110","C15orf38",348110
"56905","C15orf39",56905
"123207","C15orf40",123207
"84529","C15orf41",84529
"90381","C15orf42",90381
"145645","C15orf43",145645
"81556","C15orf44",81556
"84419","C15orf48",84419
"414926","C15orf50",414926
"196968","C15orf51",196968
"388115","C15orf52",388115
"400359","C15orf53",400359
"400360","C15orf54",400360
"256646","C15orf55",256646
"644809","C15orf56",644809
"90416","C15orf57",90416
"390637","C15orf58",390637
"388135","C15orf59",388135
"81698","C15orf5",81698
"283677","C15orf60",283677
"145853","C15orf61",145853
"643338","C15orf62",643338
"25764","C15orf63",25764
"146325","C16orf11",146325
"84326","C16orf13",84326
"750","C16orf3",750
"115939","C16orf42",115939
"89927","C16orf45",89927
"123775","C16orf46",123775
"84080","C16orf48",84080
"730094","C16orf52",730094
"79447","C16orf53",79447
"283897","C16orf54",283897
"124045","C16orf55",124045
"79650","C16orf57",79650
"64755","C16orf58",64755
"80178","C16orf59",80178
"29965","C16orf5",29965
"56942","C16orf61",56942
"57020","C16orf62",57020
"123811","C16orf63",123811
"79091","C16orf68",79091
"80262","C16orf70",80262
"146562","C16orf71",146562
"29035","C16orf72",29035
"254528","C16orf73",254528
"404550","C16orf74",404550
"116028","C16orf75",116028
"123970","C16orf78",123970
"283870","C16orf79",283870
"9605","C16orf7",9605
"29105","C16orf80",29105
"283860","C16orf81",283860
"162083","C16orf82",162083
"388284","C16orf86",388284
"388272","C16orf87",388272
"400506","C16orf88",400506
"146556","C16orf89",146556
"646174","C16orf90",646174
"283951","C16orf91",283951
"146378","C16orf92",146378
"90835","C16orf93",90835
"388327","C17orf100",388327
"79701","C17orf101",79701
"400591","C17orf102",400591
"256302","C17orf103",256302
"284071","C17orf104",284071
"284067","C17orf105",284067
"100134934","C17orf106",100134934
"100130311","C17orf107",100130311
"201229","C17orf108",201229
"283987","C17orf28",283987
"84299","C17orf37",84299
"79018","C17orf39",79018
"79736","C17orf42",79736
"284029","C17orf44",284029
"124783","C17orf46",124783
"284083","C17orf47",284083
"56985","C17orf48",56985
"124944","C17orf49",124944
"146853","C17orf50",146853
"339263","C17orf51",339263
"78995","C17orf53",78995
"283982","C17orf54",283982
"284185","C17orf55",284185
"146705","C17orf56",146705
"124989","C17orf57",124989
"284018","C17orf58",284018
"54785","C17orf59",54785
"284021","C17orf60",284021
